TP,FP,FN,TN,precision,recall,specificity,f1,accuracy,balanced_accuracy
1361,1256,201,1874,0.5200611387084446,0.8713188220230469,0.5987220447284344,0.6513519980851981,0.689471440750213,0.7350204333757406
