TP,FP,FN,TN,precision,recall,specificity,f1,accuracy,balanced_accuracy,mcc
230,129,32,269,0.6406685236768784,0.8778625954198439,0.6758793969849228,0.7407407407402504,0.7560606060606049,0.7768709962023834,0.5439627599238542
