TP,FP,FN,TN,precision,recall,specificity,f1,accuracy,balanced_accuracy,mcc
232,142,30,256,0.6203208556149715,0.8854961832061035,0.6432160804020084,0.7295597484271861,0.7393939393939383,0.7643561318040559,0.5220267381897354
