TP,FP,FN,TN,precision,recall,specificity,f1,accuracy,balanced_accuracy,mcc
232,141,30,257,0.6219839142091136,0.8854961832061035,0.6457286432160787,0.7307086614168358,0.7409090909090897,0.7656124132110911,0.5242943537389592
