TP,FP,FN,TN,precision,recall,specificity,f1,accuracy,balanced_accuracy,mcc
236,132,26,266,0.6413043478260851,0.9007633587786225,0.6683417085427118,0.7492063492058608,0.7606060606060594,0.7845525336606671,0.5606209193135364
