TP,FP,FN,TN,precision,recall,specificity,f1,accuracy,balanced_accuracy,mcc
227,132,35,266,0.6323119777158757,0.8664122137404546,0.6683417085427118,0.7310789049914582,0.7469696969696958,0.7673769611415833,0.5253100242262818
